"Span(""b'naloxone'"", sentence=10306, chars=[66,73], words=[8,8])","Span(""b'catalepsy'"", sentence=10306, chars=[90,98], words=[11,11])"
"Span(""b'morphine'"", sentence=10306, chars=[111,118], words=[14,14])","Span(""b'catalepsy'"", sentence=10306, chars=[90,98], words=[11,11])"
"Span(""b'nicotine'"", sentence=10306, chars=[125,132], words=[16,16])","Span(""b'catalepsy'"", sentence=10306, chars=[90,98], words=[11,11])"
"Span(""b'morphine'"", sentence=10308, chars=[22,29], words=[4,4])","Span(""b'catalepsy'"", sentence=10308, chars=[31,39], words=[5,5])"
"Span(""b'morphine'"", sentence=10308, chars=[118,125], words=[19,19])","Span(""b'catalepsy'"", sentence=10308, chars=[31,39], words=[5,5])"
"Span(""b'nicotine'"", sentence=10308, chars=[138,145], words=[22,22])","Span(""b'catalepsy'"", sentence=10308, chars=[31,39], words=[5,5])"
"Span(""b'Reserpine'"", sentence=9408, chars=[0,8], words=[0,0])","Span(""b'dyskinesia'"", sentence=9408, chars=[99,108], words=[21,21])"
"Span(""b'Reserpine'"", sentence=9408, chars=[0,8], words=[0,0])","Span(""b'tardive dyskinesia'"", sentence=9408, chars=[188,205], words=[36,37])"
"Span(""b'Reserpine'"", sentence=9409, chars=[0,8], words=[0,0])","Span(""b""Parkinson's disease"""", sentence=9409, chars=[76,94], words=[12,14])"
"Span(""b'Reserpine'"", sentence=9409, chars=[0,8], words=[0,0])","Span(""b'tremor'"", sentence=9409, chars=[24,29], words=[3,3])"
"Span(""b'Reserpine'"", sentence=9409, chars=[0,8], words=[0,0])","Span(""b'catalepsy'"", sentence=9409, chars=[35,43], words=[5,5])"
"Span(""b'MK-801'"", sentence=9410, chars=[0,5], words=[0,0])","Span(""b'catalepsy'"", sentence=9410, chars=[133,141], words=[25,25])"
"Span(""b'reserpine'"", sentence=9410, chars=[154,162], words=[28,28])","Span(""b'catalepsy'"", sentence=9410, chars=[133,141], words=[25,25])"
"Span(""b'MK-801'"", sentence=9411, chars=[9,14], words=[2,2])","Span(""b'tremor'"", sentence=9411, chars=[61,66], words=[9,9])"
"Span(""b'reserpine'"", sentence=9411, chars=[71,79], words=[11,11])","Span(""b'tremor'"", sentence=9411, chars=[61,66], words=[9,9])"
"Span(""b'Reserpine'"", sentence=9412, chars=[0,8], words=[0,0])","Span(""b'dyskinesia'"", sentence=9412, chars=[150,159], words=[35,35])"
"Span(""b'reserpine'"", sentence=9413, chars=[19,27], words=[5,5])","Span(""b'tremor'"", sentence=9413, chars=[50,55], words=[9,9])"
"Span(""b'reserpine'"", sentence=9413, chars=[19,27], words=[5,5])","Span(""b'catalepsy'"", sentence=9413, chars=[61,69], words=[11,11])"
"Span(""b'MK-801'"", sentence=9414, chars=[2,7], words=[1,1])","Span(""b'catalepsy'"", sentence=9414, chars=[51,59], words=[11,11])"
"Span(""b'MK-801'"", sentence=9414, chars=[2,7], words=[1,1])","Span(""b'tremor'"", sentence=9414, chars=[65,70], words=[13,13])"
"Span(""b'reserpine'"", sentence=9414, chars=[83,91], words=[16,16])","Span(""b'catalepsy'"", sentence=9414, chars=[51,59], words=[11,11])"
"Span(""b'reserpine'"", sentence=9414, chars=[83,91], words=[16,16])","Span(""b'tremor'"", sentence=9414, chars=[65,70], words=[13,13])"
"Span(""b'reserpine'"", sentence=9415, chars=[18,26], words=[2,2])","Span(""b'tremor'"", sentence=9415, chars=[166,171], words=[30,30])"
"Span(""b'reserpine'"", sentence=9415, chars=[18,26], words=[2,2])","Span(""b'catalepsy'"", sentence=9415, chars=[177,185], words=[32,32])"
"Span(""b'reserpine'"", sentence=9415, chars=[272,280], words=[52,52])","Span(""b'tremor'"", sentence=9415, chars=[166,171], words=[30,30])"
"Span(""b'reserpine'"", sentence=9415, chars=[272,280], words=[52,52])","Span(""b'catalepsy'"", sentence=9415, chars=[177,185], words=[32,32])"
"Span(""b'MK-801'"", sentence=9415, chars=[196,201], words=[35,35])","Span(""b'tremor'"", sentence=9415, chars=[166,171], words=[30,30])"
"Span(""b'MK-801'"", sentence=9415, chars=[196,201], words=[35,35])","Span(""b'catalepsy'"", sentence=9415, chars=[177,185], words=[32,32])"
"Span(""b'reserpine'"", sentence=9416, chars=[24,32], words=[4,4])","Span(""b'parkinsonian'"", sentence=9416, chars=[150,161], words=[24,24])"
"Span(""b'reserpine'"", sentence=9416, chars=[24,32], words=[4,4])","Span(""b'tardive dsykinesia'"", sentence=9416, chars=[172,189], words=[28,29])"
"Span(""b'diltiazem'"", sentence=7545, chars=[39,47], words=[5,5])","Span(""b'overdose'"", sentence=7545, chars=[49,56], words=[6,6])"
"Span(""b'diltiazem'"", sentence=7545, chars=[39,47], words=[5,5])","Span(""b'asystolic cardiac arrest'"", sentence=7545, chars=[8,31], words=[1,3])"
"Span(""b'calcium'"", sentence=7545, chars=[100,106], words=[13,13])","Span(""b'overdose'"", sentence=7545, chars=[49,56], words=[6,6])"
"Span(""b'calcium'"", sentence=7545, chars=[100,106], words=[13,13])","Span(""b'asystolic cardiac arrest'"", sentence=7545, chars=[8,31], words=[1,3])"
"Span(""b'diltiazem'"", sentence=7546, chars=[63,71], words=[15,15])","Span(""b'overdose'"", sentence=7546, chars=[31,38], words=[8,8])"
"Span(""b'paracetamol'"", sentence=7546, chars=[74,84], words=[17,17])","Span(""b'overdose'"", sentence=7546, chars=[31,38], words=[8,8])"
"Span(""b'aspirin'"", sentence=7546, chars=[87,93], words=[19,19])","Span(""b'overdose'"", sentence=7546, chars=[31,38], words=[8,8])"
"Span(""b'isosorbide'"", sentence=7546, chars=[96,105], words=[21,21])","Span(""b'overdose'"", sentence=7546, chars=[31,38], words=[8,8])"
"Span(""b'nitrate'"", sentence=7546, chars=[107,113], words=[22,22])","Span(""b'overdose'"", sentence=7546, chars=[31,38], words=[8,8])"
"Span(""b'alcohol'"", sentence=7546, chars=[120,126], words=[25,25])","Span(""b'overdose'"", sentence=7546, chars=[31,38], words=[8,8])"
"Span(""b'calcium'"", sentence=7552, chars=[72,78], words=[12,12])","Span(""b'overdose'"", sentence=7552, chars=[108,115], words=[17,17])"
"Span(""b'calcium'"", sentence=7552, chars=[72,78], words=[12,12])","Span(""b'asystole'"", sentence=7552, chars=[149,156], words=[24,24])"
"Span(""b'diltiazem'"", sentence=7552, chars=[98,106], words=[16,16])","Span(""b'overdose'"", sentence=7552, chars=[108,115], words=[17,17])"
"Span(""b'diltiazem'"", sentence=7552, chars=[98,106], words=[16,16])","Span(""b'asystole'"", sentence=7552, chars=[149,156], words=[24,24])"
"Span(""b'diltiazem'"", sentence=7553, chars=[63,71], words=[11,11])","Span(""b'cardiac arrest'"", sentence=7553, chars=[42,55], words=[8,9])"
"Span(""b'diltiazem'"", sentence=7553, chars=[63,71], words=[11,11])","Span(""b'overdose'"", sentence=7553, chars=[73,80], words=[12,12])"
"Span(""b'thalidomide'"", sentence=8805, chars=[20,30], words=[5,5])","Span(""b'renal cell carcinoma'"", sentence=8805, chars=[55,74], words=[9,11])"
"Span(""b'thalidomide'"", sentence=8806, chars=[53,63], words=[9,9])","Span(""b'renal cell cancer'"", sentence=8806, chars=[102,118], words=[15,17])"
"Span(""b'thalidomide'"", sentence=8806, chars=[53,63], words=[9,9])","Span(""b'toxicity'"", sentence=8806, chars=[28,35], words=[5,5])"
"Span(""b'thalidomide'"", sentence=8814, chars=[73,83], words=[13,13])","Span(""b'renal cell carcinoma'"", sentence=8814, chars=[88,107], words=[15,17])"
"Span(""b'thalidomide'"", sentence=8816, chars=[43,53], words=[10,10])","Span(""b'renal cell carcinoma'"", sentence=8816, chars=[59,78], words=[12,14])"
"Span(""b'heparin'"", sentence=10215, chars=[53,59], words=[8,8])","Span(""b'pelvic thrombophlebitis'"", sentence=10215, chars=[83,105], words=[12,13])"
"Span(""b'creatine'"", sentence=7586, chars=[37,44], words=[5,5])","Span(""b'systemic lupus erythematosus'"", sentence=7586, chars=[63,90], words=[9,11])"
"Span(""b'chloroquine'"", sentence=7587, chars=[80,90], words=[15,15])","Span(""b'myopathy'"", sentence=7587, chars=[100,107], words=[18,18])"
"Span(""b'azathioprine'"", sentence=7588, chars=[138,149], words=[23,23])","Span(""b'systemic lupus erythematosus'"", sentence=7588, chars=[40,67], words=[8,10])"
"Span(""b'azathioprine'"", sentence=7588, chars=[138,149], words=[23,23])","Span(""b'SLE'"", sentence=7588, chars=[70,72], words=[12,12])"
"Span(""b'azathioprine'"", sentence=7588, chars=[138,149], words=[23,23])","Span(""b'renal involvement'"", sentence=7588, chars=[80,96], words=[15,16])"
"Span(""b'cyclophosphamide'"", sentence=7588, chars=[155,170], words=[25,25])","Span(""b'systemic lupus erythematosus'"", sentence=7588, chars=[40,67], words=[8,10])"
"Span(""b'cyclophosphamide'"", sentence=7588, chars=[155,170], words=[25,25])","Span(""b'SLE'"", sentence=7588, chars=[70,72], words=[12,12])"
"Span(""b'cyclophosphamide'"", sentence=7588, chars=[155,170], words=[25,25])","Span(""b'renal involvement'"", sentence=7588, chars=[80,96], words=[15,16])"
"Span(""b'chloroquine'"", sentence=7589, chars=[24,34], words=[3,3])","Span(""b'arthralgia'"", sentence=7589, chars=[64,73], words=[11,11])"
"Span(""b'CQ'"", sentence=7589, chars=[37,38], words=[5,5])","Span(""b'arthralgia'"", sentence=7589, chars=[64,73], words=[11,11])"
"Span(""b'steroids'"", sentence=7591, chars=[57,64], words=[10,10])","Span(""b'Myositis'"", sentence=7591, chars=[0,7], words=[0,0])"
"Span(""b'chloroquine'"", sentence=7596, chars=[15,25], words=[3,3])","Span(""b'myopathy'"", sentence=7596, chars=[35,42], words=[6,6])"
"Span(""b'lindane'"", sentence=9129, chars=[10,16], words=[2,2])","Span(""b'neurotoxicity'"", sentence=9129, chars=[108,120], words=[17,17])"
"Span(""b'lindane'"", sentence=9129, chars=[92,98], words=[15,15])","Span(""b'neurotoxicity'"", sentence=9129, chars=[108,120], words=[17,17])"
"Span(""b'3-methylcholanthrene'"", sentence=9135, chars=[64,83], words=[9,9])","Span(""b'convulsions'"", sentence=9135, chars=[384,394], words=[63,63])"
"Span(""b'3-methylcholanthrene'"", sentence=9135, chars=[64,83], words=[9,9])","Span(""b'convulsions'"", sentence=9135, chars=[193,203], words=[31,31])"
"Span(""b'MC'"", sentence=9135, chars=[86,87], words=[11,11])","Span(""b'convulsions'"", sentence=9135, chars=[384,394], words=[63,63])"
"Span(""b'MC'"", sentence=9135, chars=[86,87], words=[11,11])","Span(""b'convulsions'"", sentence=9135, chars=[193,203], words=[31,31])"
"Span(""b'lindane'"", sentence=9135, chars=[177,183], words=[29,29])","Span(""b'convulsions'"", sentence=9135, chars=[384,394], words=[63,63])"
"Span(""b'lindane'"", sentence=9135, chars=[177,183], words=[29,29])","Span(""b'convulsions'"", sentence=9135, chars=[193,203], words=[31,31])"
"Span(""b'lindane'"", sentence=9135, chars=[368,374], words=[61,61])","Span(""b'convulsions'"", sentence=9135, chars=[384,394], words=[63,63])"
"Span(""b'lindane'"", sentence=9135, chars=[368,374], words=[61,61])","Span(""b'convulsions'"", sentence=9135, chars=[193,203], words=[31,31])"
"Span(""b'phenobarbital'"", sentence=9135, chars=[224,236], words=[35,35])","Span(""b'convulsions'"", sentence=9135, chars=[384,394], words=[63,63])"
"Span(""b'phenobarbital'"", sentence=9135, chars=[224,236], words=[35,35])","Span(""b'convulsions'"", sentence=9135, chars=[193,203], words=[31,31])"
"Span(""b'PB'"", sentence=9135, chars=[239,240], words=[37,37])","Span(""b'convulsions'"", sentence=9135, chars=[384,394], words=[63,63])"
"Span(""b'PB'"", sentence=9135, chars=[239,240], words=[37,37])","Span(""b'convulsions'"", sentence=9135, chars=[193,203], words=[31,31])"
"Span(""b'ethanol'"", sentence=9135, chars=[274,280], words=[46,46])","Span(""b'convulsions'"", sentence=9135, chars=[384,394], words=[63,63])"
"Span(""b'ethanol'"", sentence=9135, chars=[274,280], words=[46,46])","Span(""b'convulsions'"", sentence=9135, chars=[193,203], words=[31,31])"
"Span(""b'lindane'"", sentence=9136, chars=[48,54], words=[7,7])","Span(""b'convulsions'"", sentence=9136, chars=[100,110], words=[15,15])"
"Span(""b'lindane'"", sentence=9136, chars=[48,54], words=[7,7])","Span(""b'toxicity'"", sentence=9136, chars=[294,301], words=[44,44])"
"Span(""b'lindane'"", sentence=9136, chars=[150,156], words=[22,22])","Span(""b'convulsions'"", sentence=9136, chars=[100,110], words=[15,15])"
"Span(""b'lindane'"", sentence=9136, chars=[150,156], words=[22,22])","Span(""b'toxicity'"", sentence=9136, chars=[294,301], words=[44,44])"
"Span(""b'lindane'"", sentence=9136, chars=[174,180], words=[25,25])","Span(""b'convulsions'"", sentence=9136, chars=[100,110], words=[15,15])"
"Span(""b'lindane'"", sentence=9136, chars=[174,180], words=[25,25])","Span(""b'toxicity'"", sentence=9136, chars=[294,301], words=[44,44])"
"Span(""b'cobalt chloride'"", sentence=9136, chars=[71,85], words=[11,12])","Span(""b'convulsions'"", sentence=9136, chars=[100,110], words=[15,15])"
"Span(""b'cobalt chloride'"", sentence=9136, chars=[71,85], words=[11,12])","Span(""b'toxicity'"", sentence=9136, chars=[294,301], words=[44,44])"
"Span(""b'PB'"", sentence=9136, chars=[218,219], words=[33,33])","Span(""b'convulsions'"", sentence=9136, chars=[100,110], words=[15,15])"
"Span(""b'PB'"", sentence=9136, chars=[218,219], words=[33,33])","Span(""b'toxicity'"", sentence=9136, chars=[294,301], words=[44,44])"
"Span(""b'ethanol'"", sentence=9136, chars=[224,230], words=[35,35])","Span(""b'convulsions'"", sentence=9136, chars=[100,110], words=[15,15])"
"Span(""b'ethanol'"", sentence=9136, chars=[224,230], words=[35,35])","Span(""b'toxicity'"", sentence=9136, chars=[294,301], words=[44,44])"
"Span(""b'Cefotetan'"", sentence=9280, chars=[0,8], words=[0,0])","Span(""b'hemolytic anemia'"", sentence=9280, chars=[25,40], words=[4,5])"
"Span(""b'penicillins'"", sentence=9281, chars=[110,120], words=[17,17])","Span(""b'hemolytic anemia'"", sentence=9281, chars=[7,22], words=[1,2])"
"Span(""b'cephalosporins'"", sentence=9281, chars=[143,156], words=[22,22])","Span(""b'hemolytic anemia'"", sentence=9281, chars=[7,22], words=[1,2])"
"Span(""b'cefotetan'"", sentence=9282, chars=[71,79], words=[10,10])","Span(""b'anemia'"", sentence=9282, chars=[36,41], words=[6,6])"
"Span(""b'anastrozole'"", sentence=9508, chars=[48,58], words=[7,7])","Span(""b'breast cancer'"", sentence=9508, chars=[132,144], words=[25,26])"
"Span(""b'tamoxifen'"", sentence=9508, chars=[61,69], words=[9,9])","Span(""b'breast cancer'"", sentence=9508, chars=[132,144], words=[25,26])"
"Span(""b'doxorubicin'"", sentence=8802, chars=[213,223], words=[34,34])","Span(""b'myotonic dystrophy'"", sentence=8802, chars=[89,106], words=[14,15])"
"Span(""b'doxorubicin'"", sentence=8802, chars=[213,223], words=[34,34])","Span(""b'atrial fibrillation'"", sentence=8802, chars=[170,188], words=[28,29])"
"Span(""b'doxorubicin'"", sentence=8802, chars=[213,223], words=[34,34])","Span(""b'gastric lymphoma'"", sentence=8802, chars=[68,83], words=[11,12])"
"Span(""b'doxorubicin'"", sentence=8802, chars=[213,223], words=[34,34])","Span(""b'muscular dystrophy'"", sentence=8802, chars=[139,156], words=[23,24])"
"Span(""b'levodopa'"", sentence=10840, chars=[122,129], words=[20,20])","Span(""b'dyskinesias'"", sentence=10840, chars=[139,149], words=[23,23])"
"Span(""b'levodopa'"", sentence=10840, chars=[122,129], words=[20,20])","Span(""b'rigidity'"", sentence=10840, chars=[47,54], words=[5,5])"
"Span(""b'levodopa'"", sentence=10840, chars=[122,129], words=[20,20])","Span(""b'bradykinesia'"", sentence=10840, chars=[30,41], words=[3,3])"
"Span(""b'dobutamine'"", sentence=10402, chars=[145,154], words=[22,22])","Span(""b'biventricular failure'"", sentence=10402, chars=[93,113], words=[16,17])"
"Span(""b'dobutamine'"", sentence=10402, chars=[145,154], words=[22,22])","Span(""b'hypertrophic cardiomyopathy'"", sentence=10402, chars=[46,72], words=[10,11])"
"Span(""b'dobutamine'"", sentence=10406, chars=[81,90], words=[13,13])","Span(""b'hypersensitivity'"", sentence=10406, chars=[22,37], words=[5,5])"
"Span(""b'dobutamine'"", sentence=10406, chars=[81,90], words=[13,13])","Span(""b'myocarditis'"", sentence=10406, chars=[54,64], words=[9,9])"
"Span(""b'cyclophosphamide'"", sentence=6340, chars=[72,87], words=[11,11])","Span(""b'Hemorrhagic cystitis'"", sentence=6340, chars=[0,19], words=[0,1])"
"Span(""b'mesna'"", sentence=6342, chars=[122,126], words=[19,19])","Span(""b'hemorrhagic cystitis'"", sentence=6342, chars=[202,221], words=[30,31])"
"Span(""b'cyclophosphamide'"", sentence=6342, chars=[173,188], words=[27,27])","Span(""b'hemorrhagic cystitis'"", sentence=6342, chars=[202,221], words=[30,31])"
"Span(""b'mesna'"", sentence=6344, chars=[59,63], words=[10,10])","Span(""b'hemorrhagic cystitis'"", sentence=6344, chars=[137,156], words=[19,20])"
"Span(""b'thallium-201'"", sentence=6613, chars=[136,147], words=[18,18])","Span(""b'coronary stenosis'"", sentence=6613, chars=[100,116], words=[13,14])"
"Span(""b'dipyridamole'"", sentence=6619, chars=[7,18], words=[1,1])","Span(""b'hyperemia'"", sentence=6619, chars=[28,36], words=[4,4])"
"Span(""b'dipyridamole'"", sentence=6619, chars=[7,18], words=[1,1])","Span(""b'coronary stenosis'"", sentence=6619, chars=[72,88], words=[14,15])"
"Span(""b'dipyridamole'"", sentence=6620, chars=[105,116], words=[22,22])","Span(""b'hyperemia'"", sentence=6620, chars=[126,134], words=[25,25])"
"Span(""b'Thallium-201'"", sentence=6622, chars=[0,11], words=[0,0])","Span(""b'hyperemia'"", sentence=6622, chars=[103,111], words=[15,15])"
"Span(""b'dipyridamole'"", sentence=6622, chars=[82,93], words=[12,12])","Span(""b'hyperemia'"", sentence=6622, chars=[103,111], words=[15,15])"
"Span(""b'morphine'"", sentence=7297, chars=[132,139], words=[23,23])","Span(""b'spinal cord ischemia'"", sentence=7297, chars=[174,193], words=[29,31])"
"Span(""b'morphine'"", sentence=7298, chars=[154,161], words=[27,27])","Span(""b'aortic occlusion'"", sentence=7298, chars=[200,215], words=[33,34])"
"Span(""b'MK-801'"", sentence=7302, chars=[41,46], words=[8,8])","Span(""b'spastic paraparesis'"", sentence=7302, chars=[130,148], words=[25,26])"
"Span(""b'morphine'"", sentence=7302, chars=[113,120], words=[22,22])","Span(""b'spastic paraparesis'"", sentence=7302, chars=[130,148], words=[25,26])"
"Span(""b'MK-801'"", sentence=7305, chars=[3,8], words=[1,1])","Span(""b'spastic paraparesis'"", sentence=7305, chars=[100,118], words=[17,18])"
"Span(""b'morphine'"", sentence=7305, chars=[83,90], words=[14,14])","Span(""b'spastic paraparesis'"", sentence=7305, chars=[100,118], words=[17,18])"
"Span(""b'morphine'"", sentence=7306, chars=[28,35], words=[5,5])","Span(""b'spastic paraparesis'"", sentence=7306, chars=[45,63], words=[7,8])"
"Span(""b'catecholamines'"", sentence=7540, chars=[83,96], words=[12,12])","Span(""b'hyperkinesia'"", sentence=7540, chars=[102,113], words=[14,14])"
"Span(""b'catecholamines'"", sentence=7540, chars=[83,96], words=[12,12])","Span(""b'psychosis'"", sentence=7540, chars=[38,46], words=[5,5])"
"Span(""b'catecholamines'"", sentence=7541, chars=[72,85], words=[10,10])","Span(""b'psychiatric'"", sentence=7541, chars=[135,145], words=[20,20])"
"Span(""b'catecholamines'"", sentence=7541, chars=[72,85], words=[10,10])","Span(""b'psychotic symptoms'"", sentence=7541, chars=[92,109], words=[13,14])"
"Span(""b'catecholamines'"", sentence=7541, chars=[72,85], words=[10,10])","Span(""b'psychosis'"", sentence=7541, chars=[217,225], words=[32,32])"
"Span(""b'catecholamine'"", sentence=7541, chars=[327,339], words=[49,49])","Span(""b'psychiatric'"", sentence=7541, chars=[135,145], words=[20,20])"
"Span(""b'catecholamine'"", sentence=7541, chars=[327,339], words=[49,49])","Span(""b'psychotic symptoms'"", sentence=7541, chars=[92,109], words=[13,14])"
"Span(""b'catecholamine'"", sentence=7541, chars=[327,339], words=[49,49])","Span(""b'psychosis'"", sentence=7541, chars=[217,225], words=[32,32])"
"Span(""b'amphetamine-'"", sentence=7541, chars=[185,196], words=[27,27])","Span(""b'psychiatric'"", sentence=7541, chars=[135,145], words=[20,20])"
"Span(""b'amphetamine-'"", sentence=7541, chars=[185,196], words=[27,27])","Span(""b'psychotic symptoms'"", sentence=7541, chars=[92,109], words=[13,14])"
"Span(""b'amphetamine-'"", sentence=7541, chars=[185,196], words=[27,27])","Span(""b'psychosis'"", sentence=7541, chars=[217,225], words=[32,32])"
"Span(""b'cocaine'"", sentence=7541, chars=[201,207], words=[29,29])","Span(""b'psychiatric'"", sentence=7541, chars=[135,145], words=[20,20])"
"Span(""b'cocaine'"", sentence=7541, chars=[201,207], words=[29,29])","Span(""b'psychotic symptoms'"", sentence=7541, chars=[92,109], words=[13,14])"
"Span(""b'cocaine'"", sentence=7541, chars=[201,207], words=[29,29])","Span(""b'psychosis'"", sentence=7541, chars=[217,225], words=[32,32])"
"Span(""b'Methamphetamine'"", sentence=7542, chars=[0,14], words=[0,0])","Span(""b'hyperkinesia'"", sentence=7542, chars=[100,111], words=[13,13])"
"Span(""b'amphetamine'"", sentence=7542, chars=[19,29], words=[2,2])","Span(""b'hyperkinesia'"", sentence=7542, chars=[100,111], words=[13,13])"
"Span(""b'Dexrazoxane'"", sentence=10281, chars=[0,10], words=[0,0])","Span(""b'myelosuppression'"", sentence=10281, chars=[29,44], words=[3,3])"
"Span(""b'etoposide'"", sentence=10281, chars=[84,92], words=[11,11])","Span(""b'myelosuppression'"", sentence=10281, chars=[29,44], words=[3,3])"
"Span(""b'daunorubicin'"", sentence=10281, chars=[98,109], words=[13,13])","Span(""b'myelosuppression'"", sentence=10281, chars=[29,44], words=[3,3])"
"Span(""b'doxorubicin'"", sentence=10281, chars=[119,129], words=[16,16])","Span(""b'myelosuppression'"", sentence=10281, chars=[29,44], words=[3,3])"
"Span(""b'anthracyclines'"", sentence=10282, chars=[13,26], words=[3,3])","Span(""b'myelosuppression'"", sentence=10282, chars=[186,201], words=[28,28])"
"Span(""b'anthracyclines'"", sentence=10282, chars=[13,26], words=[3,3])","Span(""b'cardiac toxicity'"", sentence=10282, chars=[207,222], words=[30,31])"
"Span(""b'daunorubicin'"", sentence=10282, chars=[28,39], words=[4,4])","Span(""b'myelosuppression'"", sentence=10282, chars=[186,201], words=[28,28])"
"Span(""b'daunorubicin'"", sentence=10282, chars=[28,39], words=[4,4])","Span(""b'cardiac toxicity'"", sentence=10282, chars=[207,222], words=[30,31])"
"Span(""b'doxorubicin'"", sentence=10282, chars=[45,55], words=[6,6])","Span(""b'myelosuppression'"", sentence=10282, chars=[186,201], words=[28,28])"
"Span(""b'doxorubicin'"", sentence=10282, chars=[45,55], words=[6,6])","Span(""b'cardiac toxicity'"", sentence=10282, chars=[207,222], words=[30,31])"
"Span(""b'epipodophyllotoxin'"", sentence=10282, chars=[65,82], words=[9,9])","Span(""b'myelosuppression'"", sentence=10282, chars=[186,201], words=[28,28])"
"Span(""b'epipodophyllotoxin'"", sentence=10282, chars=[65,82], words=[9,9])","Span(""b'cardiac toxicity'"", sentence=10282, chars=[207,222], words=[30,31])"
"Span(""b'etoposide'"", sentence=10282, chars=[84,92], words=[10,10])","Span(""b'myelosuppression'"", sentence=10282, chars=[186,201], words=[28,28])"
"Span(""b'etoposide'"", sentence=10282, chars=[84,92], words=[10,10])","Span(""b'cardiac toxicity'"", sentence=10282, chars=[207,222], words=[30,31])"
"Span(""b'Dexrazoxane'"", sentence=10283, chars=[0,10], words=[0,0])","Span(""b'cardiotoxicity'"", sentence=10283, chars=[83,96], words=[12,12])"
"Span(""b'ICRF-187'"", sentence=10283, chars=[13,20], words=[2,2])","Span(""b'cardiotoxicity'"", sentence=10283, chars=[83,96], words=[12,12])"
"Span(""b'anthracycline'"", sentence=10283, chars=[61,73], words=[9,9])","Span(""b'cardiotoxicity'"", sentence=10283, chars=[83,96], words=[12,12])"
"Span(""b'dexrazoxane'"", sentence=10285, chars=[88,98], words=[12,12])","Span(""b'hematologic toxicity'"", sentence=10285, chars=[37,56], words=[7,8])"
"Span(""b'etoposide'"", sentence=10285, chars=[238,246], words=[33,33])","Span(""b'hematologic toxicity'"", sentence=10285, chars=[37,56], words=[7,8])"
"Span(""b'daunorubicin'"", sentence=10285, chars=[249,260], words=[35,35])","Span(""b'hematologic toxicity'"", sentence=10285, chars=[37,56], words=[7,8])"
"Span(""b'doxorubicin'"", sentence=10285, chars=[267,277], words=[38,38])","Span(""b'hematologic toxicity'"", sentence=10285, chars=[37,56], words=[7,8])"
"Span(""b'dexrazoxane'"", sentence=10288, chars=[27,37], words=[5,5])","Span(""b'weight loss'"", sentence=10288, chars=[68,78], words=[9,10])"
"Span(""b'dexrazoxane'"", sentence=10288, chars=[27,37], words=[5,5])","Span(""b'myelosuppression'"", sentence=10288, chars=[47,62], words=[7,7])"
"Span(""b'dexrazoxane'"", sentence=10288, chars=[27,37], words=[5,5])","Span(""b'cytotoxicity'"", sentence=10288, chars=[274,285], words=[41,41])"
"Span(""b'dexrazoxane'"", sentence=10288, chars=[27,37], words=[5,5])","Span(""b'weight loss'"", sentence=10288, chars=[244,254], words=[34,35])"
"Span(""b'dexrazoxane'"", sentence=10288, chars=[27,37], words=[5,5])","Span(""b'myelosuppression'"", sentence=10288, chars=[226,241], words=[32,32])"
"Span(""b'dexrazoxane'"", sentence=10288, chars=[198,208], words=[29,29])","Span(""b'weight loss'"", sentence=10288, chars=[68,78], words=[9,10])"
"Span(""b'dexrazoxane'"", sentence=10288, chars=[198,208], words=[29,29])","Span(""b'myelosuppression'"", sentence=10288, chars=[47,62], words=[7,7])"
"Span(""b'dexrazoxane'"", sentence=10288, chars=[198,208], words=[29,29])","Span(""b'cytotoxicity'"", sentence=10288, chars=[274,285], words=[41,41])"
"Span(""b'dexrazoxane'"", sentence=10288, chars=[198,208], words=[29,29])","Span(""b'weight loss'"", sentence=10288, chars=[244,254], words=[34,35])"
"Span(""b'dexrazoxane'"", sentence=10288, chars=[198,208], words=[29,29])","Span(""b'myelosuppression'"", sentence=10288, chars=[226,241], words=[32,32])"
"Span(""b'daunorubicin'"", sentence=10288, chars=[85,96], words=[12,12])","Span(""b'weight loss'"", sentence=10288, chars=[68,78], words=[9,10])"
"Span(""b'daunorubicin'"", sentence=10288, chars=[85,96], words=[12,12])","Span(""b'myelosuppression'"", sentence=10288, chars=[47,62], words=[7,7])"
"Span(""b'daunorubicin'"", sentence=10288, chars=[85,96], words=[12,12])","Span(""b'cytotoxicity'"", sentence=10288, chars=[274,285], words=[41,41])"
"Span(""b'daunorubicin'"", sentence=10288, chars=[85,96], words=[12,12])","Span(""b'weight loss'"", sentence=10288, chars=[244,254], words=[34,35])"
"Span(""b'daunorubicin'"", sentence=10288, chars=[85,96], words=[12,12])","Span(""b'myelosuppression'"", sentence=10288, chars=[226,241], words=[32,32])"
"Span(""b'etoposide'"", sentence=10288, chars=[102,110], words=[14,14])","Span(""b'weight loss'"", sentence=10288, chars=[68,78], words=[9,10])"
"Span(""b'etoposide'"", sentence=10288, chars=[102,110], words=[14,14])","Span(""b'myelosuppression'"", sentence=10288, chars=[47,62], words=[7,7])"
"Span(""b'etoposide'"", sentence=10288, chars=[102,110], words=[14,14])","Span(""b'cytotoxicity'"", sentence=10288, chars=[274,285], words=[41,41])"
"Span(""b'etoposide'"", sentence=10288, chars=[102,110], words=[14,14])","Span(""b'weight loss'"", sentence=10288, chars=[244,254], words=[34,35])"
