person1	person2	label
3957190b-dba0-4f38-9d2f-462e1413b5a7::span:2994:3010	3957190b-dba0-4f38-9d2f-462e1413b5a7::span:3238:3243	-1
3ce9c668-d5c8-49c7-9106-4ecfe2a64fa4::span:807:815	3ce9c668-d5c8-49c7-9106-4ecfe2a64fa4::span:926:939	-1
3dc9c69c-3e30-4711-ac8b-7bc2c8d928bf::span:3903:3911	3dc9c69c-3e30-4711-ac8b-7bc2c8d928bf::span:4174:4180	-1
3dc9c69c-3e30-4711-ac8b-7bc2c8d928bf::span:4055:4058	3dc9c69c-3e30-4711-ac8b-7bc2c8d928bf::span:4174:4180	-1
3dd73904-2a83-4123-a763-02cbf031762e::span:5153:5163	3dd73904-2a83-4123-a763-02cbf031762e::span:5199:5210	-1
3dd73904-2a83-4123-a763-02cbf031762e::span:5714:5718	3dd73904-2a83-4123-a763-02cbf031762e::span:5961:5972	-1
3f1717cc-eea1-442b-a0cc-bcd884d00496::span:587:595	3f1717cc-eea1-442b-a0cc-bcd884d00496::span:741:748	-1
3f1717cc-eea1-442b-a0cc-bcd884d00496::span:741:748	3f1717cc-eea1-442b-a0cc-bcd884d00496::span:803:807	-1
3f1717cc-eea1-442b-a0cc-bcd884d00496::span:1952:1956	3f1717cc-eea1-442b-a0cc-bcd884d00496::span:2064:2070	-1
3f1717cc-eea1-442b-a0cc-bcd884d00496::span:1952:1956	3f1717cc-eea1-442b-a0cc-bcd884d00496::span:2046:2050	-1
3f1717cc-eea1-442b-a0cc-bcd884d00496::span:2078:2082	3f1717cc-eea1-442b-a0cc-bcd884d00496::span:2190:2195	-1
3f1717cc-eea1-442b-a0cc-bcd884d00496::span:2046:2050	3f1717cc-eea1-442b-a0cc-bcd884d00496::span:2190:2195	-1
3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:188:204	3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:610:621	-1
3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:188:204	3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:364:374	-1
3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:610:621	3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:830:834	-1
3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:610:621	3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:840:855	-1
3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:364:374	3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:830:834	-1
3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:364:374	3fd9b0d8-7483-4d7c-be7a-48ee7bece696::span:840:855	-1
40f59c3e-9c4a-46eb-8433-f11c92915f40::span:91:103	40f59c3e-9c4a-46eb-8433-f11c92915f40::span:248:260	-1
40f59c3e-9c4a-46eb-8433-f11c92915f40::span:17:26	40f59c3e-9c4a-46eb-8433-f11c92915f40::span:248:260	-1
40f59c3e-9c4a-46eb-8433-f11c92915f40::span:499:504	40f59c3e-9c4a-46eb-8433-f11c92915f40::span:632:641	-1
40f59c3e-9c4a-46eb-8433-f11c92915f40::span:499:504	40f59c3e-9c4a-46eb-8433-f11c92915f40::span:565:579	-1
40f59c3e-9c4a-46eb-8433-f11c92915f40::span:632:641	40f59c3e-9c4a-46eb-8433-f11c92915f40::span:768:773	-1
40f59c3e-9c4a-46eb-8433-f11c92915f40::span:565:579	40f59c3e-9c4a-46eb-8433-f11c92915f40::span:768:773	-1
40f59c3e-9c4a-46eb-8433-f11c92915f40::span:1208:1217	40f59c3e-9c4a-46eb-8433-f11c92915f40::span:1369:1377	-1
416228c4-81cb-4e38-8c4c-5ca61e385055::span:218:229	416228c4-81cb-4e38-8c4c-5ca61e385055::span:507:521	-1
416228c4-81cb-4e38-8c4c-5ca61e385055::span:1369:1381	416228c4-81cb-4e38-8c4c-5ca61e385055::span:1958:1969	-1
418fd45b-921a-4fe0-8146-d440b52a02f3::span:1570:1574	418fd45b-921a-4fe0-8146-d440b52a02f3::span:1811:1824	-1
418fd45b-921a-4fe0-8146-d440b52a02f3::span:2491:2496	418fd45b-921a-4fe0-8146-d440b52a02f3::span:2548:2571	-1
418fd45b-921a-4fe0-8146-d440b52a02f3::span:2711:2720	418fd45b-921a-4fe0-8146-d440b52a02f3::span:2870:2875	-1
418fd45b-921a-4fe0-8146-d440b52a02f3::span:5743:5747	418fd45b-921a-4fe0-8146-d440b52a02f3::span:5989:6000	-1
418fd45b-921a-4fe0-8146-d440b52a02f3::span:7898:7902	418fd45b-921a-4fe0-8146-d440b52a02f3::span:8223:8228	-1
4252a9eb-46e3-4517-904c-68ca26bfd8d5::span:2518:2524	4252a9eb-46e3-4517-904c-68ca26bfd8d5::span:2610:2614	-1
4370560d-8ac9-4e60-9d04-27f7a9da7bab::span:121:131	4370560d-8ac9-4e60-9d04-27f7a9da7bab::span:230:238	-1
445ee1bb-f00d-4fb6-a917-ad4609c37918::span:59:70	445ee1bb-f00d-4fb6-a917-ad4609c37918::span:79:92	-1
446dabfd-6947-4275-8423-48d8917123a4::span:300:307	446dabfd-6947-4275-8423-48d8917123a4::span:585:596	-1
446dabfd-6947-4275-8423-48d8917123a4::span:1609:1613	446dabfd-6947-4275-8423-48d8917123a4::span:1629:1639	-1
446dabfd-6947-4275-8423-48d8917123a4::span:1629:1639	446dabfd-6947-4275-8423-48d8917123a4::span:1881:1888	-1
446dabfd-6947-4275-8423-48d8917123a4::span:5486:5495	446dabfd-6947-4275-8423-48d8917123a4::span:5689:5700	-1
446dabfd-6947-4275-8423-48d8917123a4::span:6179:6186	446dabfd-6947-4275-8423-48d8917123a4::span:6229:6237	-1
451184bd-fdc7-4152-9aef-dbc23a71cde2::span:45:51	451184bd-fdc7-4152-9aef-dbc23a71cde2::span:89:100	-1
451184bd-fdc7-4152-9aef-dbc23a71cde2::span:3101:3107	451184bd-fdc7-4152-9aef-dbc23a71cde2::span:3204:3212	-1
452aeae8-751c-4cec-8302-7d81cdc6b55a::span:233:242	452aeae8-751c-4cec-8302-7d81cdc6b55a::span:290:302	-1
452aeae8-751c-4cec-8302-7d81cdc6b55a::span:2210:2221	452aeae8-751c-4cec-8302-7d81cdc6b55a::span:2299:2302	-1
452aeae8-751c-4cec-8302-7d81cdc6b55a::span:2299:2302	452aeae8-751c-4cec-8302-7d81cdc6b55a::span:2376:2386	-1
452aeae8-751c-4cec-8302-7d81cdc6b55a::span:2299:2302	452aeae8-751c-4cec-8302-7d81cdc6b55a::span:2408:2419	-1
452aeae8-751c-4cec-8302-7d81cdc6b55a::span:2376:2386	452aeae8-751c-4cec-8302-7d81cdc6b55a::span:2461:2465	-1
452aeae8-751c-4cec-8302-7d81cdc6b55a::span:2408:2419	452aeae8-751c-4cec-8302-7d81cdc6b55a::span:2461:2465	-1
452aeae8-751c-4cec-8302-7d81cdc6b55a::span:4860:4872	452aeae8-751c-4cec-8302-7d81cdc6b55a::span:4896:4907	-1
452aeae8-751c-4cec-8302-7d81cdc6b55a::span:4860:4872	452aeae8-751c-4cec-8302-7d81cdc6b55a::span:4925:4934	-1
46293950-dc62-408f-944c-369a51a05e40::span:1869:1879	46293950-dc62-408f-944c-369a51a05e40::span:1950:1954	-1
46293950-dc62-408f-944c-369a51a05e40::span:1869:1879	46293950-dc62-408f-944c-369a51a05e40::span:1998:2006	-1
46aece0f-5d91-4dd8-95d1-44bc30f22b0c::span:0:12	46aece0f-5d91-4dd8-95d1-44bc30f22b0c::span:180:194	-1
46aece0f-5d91-4dd8-95d1-44bc30f22b0c::span:0:12	46aece0f-5d91-4dd8-95d1-44bc30f22b0c::span:206:216	-1
46aece0f-5d91-4dd8-95d1-44bc30f22b0c::span:0:12	46aece0f-5d91-4dd8-95d1-44bc30f22b0c::span:234:244	-1
46d53180-343a-49c8-8fe1-489dcbb6a5e5::span:4398:4402	46d53180-343a-49c8-8fe1-489dcbb6a5e5::span:4490:4499	1
47aaff3d-f19f-444b-b601-fcfa63ef98b0::span:0:16	47aaff3d-f19f-444b-b601-fcfa63ef98b0::span:226:242	-1
47aaff3d-f19f-444b-b601-fcfa63ef98b0::span:5064:5069	47aaff3d-f19f-444b-b601-fcfa63ef98b0::span:5218:5231	-1
47b74a9c-0d47-462d-aedd-6eaa6fa5b011::span:549:561	47b74a9c-0d47-462d-aedd-6eaa6fa5b011::span:803:813	-1
47b74a9c-0d47-462d-aedd-6eaa6fa5b011::span:549:561	47b74a9c-0d47-462d-aedd-6eaa6fa5b011::span:713:725	-1
47b74a9c-0d47-462d-aedd-6eaa6fa5b011::span:630:641	47b74a9c-0d47-462d-aedd-6eaa6fa5b011::span:803:813	-1
47b74a9c-0d47-462d-aedd-6eaa6fa5b011::span:630:641	47b74a9c-0d47-462d-aedd-6eaa6fa5b011::span:713:725	-1
