person1	person2	label
1030364b-ed94-4840-a9f8-b92b157d95f1::span:2415:2423	1030364b-ed94-4840-a9f8-b92b157d95f1::span:2554:2565	-1
1030364b-ed94-4840-a9f8-b92b157d95f1::span:4597:4605	1030364b-ed94-4840-a9f8-b92b157d95f1::span:4662:4668	-1
1030364b-ed94-4840-a9f8-b92b157d95f1::span:4597:4605	1030364b-ed94-4840-a9f8-b92b157d95f1::span:4646:4653	-1
109a538d-1061-47e4-a947-1288b16483b9::span:113:123	109a538d-1061-47e4-a947-1288b16483b9::span:268:279	-1
109a538d-1061-47e4-a947-1288b16483b9::span:2278:2282	109a538d-1061-47e4-a947-1288b16483b9::span:2411:2416	-1
10b36065-e097-4df0-bfe1-9cab89afced4::span:1343:1352	10b36065-e097-4df0-bfe1-9cab89afced4::span:1491:1499	-1
10b36065-e097-4df0-bfe1-9cab89afced4::span:1299:1311	10b36065-e097-4df0-bfe1-9cab89afced4::span:1491:1499	-1
10fac870-b4c3-452c-afd4-a39eafda5097::span:17:30	10fac870-b4c3-452c-afd4-a39eafda5097::span:334:344	-1
10fac870-b4c3-452c-afd4-a39eafda5097::span:36:48	10fac870-b4c3-452c-afd4-a39eafda5097::span:209:216	-1
119bc4cf-f75d-4abb-b240-528708a17878::span:154:164	119bc4cf-f75d-4abb-b240-528708a17878::span:291:306	-1
11ac4a9b-c55e-4a63-9ba7-d2c7053fed32::span:224:233	11ac4a9b-c55e-4a63-9ba7-d2c7053fed32::span:396:398	-1
11ed8769-1e80-439d-a7bc-b98e32114598::span:57:72	11ed8769-1e80-439d-a7bc-b98e32114598::span:314:320	-1
1221eb04-2a1f-4671-b15b-bba50f90b6ab::span:0:12	1221eb04-2a1f-4671-b15b-bba50f90b6ab::span:100:111	1
122f5802-6937-4d0b-8d4e-ae4f2a1eebf4::span:3639:3653	122f5802-6937-4d0b-8d4e-ae4f2a1eebf4::span:3715:3727	-1
122f5802-6937-4d0b-8d4e-ae4f2a1eebf4::span:4058:4070	122f5802-6937-4d0b-8d4e-ae4f2a1eebf4::span:4225:4237	-1
12a9114a-61e0-4a92-8818-f7000f82297c::span:1649:1654	12a9114a-61e0-4a92-8818-f7000f82297c::span:1806:1817	-1
13e4eea6-cc4b-4d64-af0b-d0e556f29f86::span:1073:1082	13e4eea6-cc4b-4d64-af0b-d0e556f29f86::span:1138:1141	1
1491698a-380f-4257-85a9-4ef05d544637::span:5118:5130	1491698a-380f-4257-85a9-4ef05d544637::span:5223:5235	-1
1491698a-380f-4257-85a9-4ef05d544637::span:7957:7969	1491698a-380f-4257-85a9-4ef05d544637::span:8286:8298	-1
14a80703-7942-4e07-b315-3ccfcc180ca2::span:2210:2212	14a80703-7942-4e07-b315-3ccfcc180ca2::span:2279:2282	-1
